vix,vix_label,usdjpy,usdjpy_trend,us10y,us10y_trend,generated_at
17.709999084472656,やや不安(15-20),155.9429931640625,円高 (-2.9%),5.00600004196167,上昇 (+0.52%pt),2026-09-17T00:05:49.187805
