indicator,target,feature,lag_days,horizon_days,spearman_r,spearman_p,pearson_r,pearson_p,n_obs,q_spearman
sox_index,lasertec_rorze,sox_index_mom21,30,30,-0.019,0.52975938357367,0.0139,0.6452315629138435,1100,0.7437
sox_index,lasertec_rorze,sox_index_yoy252,30,30,-0.0871,0.009513551484076567,-0.077,0.021963688902985456,885,0.0338
sox_index,lasertec_rorze,sox_index_zscore,30,30,0.1004,0.0010560422854614113,0.1033,0.0007509108210296043,1061,0.0053
sox_index,lasertec_rorze,sox_index_dz,30,60,0.1725,3.169481729296473e-08,0.1732,2.8051364573399706e-08,1015,0.0
sox_index,lasertec_rorze,sox_index_ma30,30,60,0.107,0.00042783089490859875,0.1358,7.597021433640238e-06,1079,0.0025
sox_index,lasertec_rorze,sox_index_ma90,30,60,0.0464,0.1325481128057794,0.0931,0.002526931810567423,1051,0.2956
sox_index,lasertec_rorze,sox_index_mom21,30,60,0.1721,1.4131207965770392e-08,0.1614,1.071145493043418e-07,1072,0.0
sox_index,lasertec_rorze,sox_index_yoy252,30,60,-0.0687,0.044499459839698885,-0.0516,0.1309636559292952,857,0.1235
sox_index,lasertec_rorze,sox_index_zscore,30,60,0.2096,1.0236470888168059e-11,0.1739,1.8614248930098712e-08,1033,0.0
sox_index,lasertec_rorze,sox_index_dz,30,90,0.1119,0.00043117763246907346,0.0995,0.0017513015565993092,986,0.0025
sox_index,lasertec_rorze,sox_index_ma30,30,90,0.0622,0.043755171170156246,0.1025,0.0008789005545273699,1050,0.1235
sox_index,lasertec_rorze,sox_index_ma90,30,90,0.0039,0.9003099091137934,0.0586,0.061228570290772,1022,0.9493
sox_index,lasertec_rorze,sox_index_mom21,30,90,0.0807,0.009132096421633668,0.0669,0.030706259439490246,1043,0.0334
sox_index,lasertec_rorze,sox_index_yoy252,30,90,-0.179,2.1737407383331723e-07,-0.1135,0.0010689557283582833,828,0.0
sox_index,lasertec_rorze,sox_index_zscore,30,90,0.1085,0.0005738889144034098,0.1181,0.00017713616768596425,1004,0.0032
sox_index,lasertec_rorze,sox_index_dz,30,120,0.1209,0.00017878302851181415,0.109,0.0007354526178245011,956,0.0011
sox_index,lasertec_rorze,sox_index_ma30,30,120,0.0066,0.8323514564042688,0.0665,0.03359996409957524,1020,0.912
sox_index,lasertec_rorze,sox_index_ma90,30,120,-0.0472,0.13761621622328113,0.0294,0.35571399571181017,992,0.3006
sox_index,lasertec_rorze,sox_index_mom21,30,120,0.0602,0.055363928618083376,0.0676,0.03146936714481741,1013,0.1469
sox_index,lasertec_rorze,sox_index_yoy252,30,120,-0.2769,1.647197459655033e-15,-0.1412,6.257501473308169e-05,798,0.0
sox_index,lasertec_rorze,sox_index_zscore,30,120,0.0277,0.38778723972777623,0.088,0.005994051437557466,974,0.6224
sox_index,lasertec_rorze,sox_index_dz,60,1,-0.0007,0.9821327483194504,-0.0067,0.8299839599332601,1040,0.9924
sox_index,lasertec_rorze,sox_index_ma30,60,1,-0.0152,0.61305733540641,0.0179,0.5531083626204902,1104,0.8046
sox_index,lasertec_rorze,sox_index_ma90,60,1,-0.02,0.5110738972726858,0.0124,0.683389542007065,1077,0.7437
sox_index,lasertec_rorze,sox_index_mom21,60,1,0.0052,0.8636177832171187,-0.0007,0.9822446879750597,1097,0.93
sox_index,lasertec_rorze,sox_index_yoy252,60,1,-0.0471,0.16201415762840707,-0.0248,0.4624938429416697,882,0.3347
sox_index,lasertec_rorze,sox_index_zscore,60,1,-0.0069,0.8223161783187293,0.0184,0.550147041665536,1059,0.9084
sox_index,lasertec_rorze,sox_index_dz,60,7,0.0612,0.04920128114901501,0.0715,0.021539467319904748,1034,0.1333
sox_index,lasertec_rorze,sox_index_ma30,60,7,0.0133,0.6601689644459448,0.0349,0.24843954062131104,1098,0.8301
sox_index,lasertec_rorze,sox_index_ma90,60,7,-0.0039,0.8976370192592619,0.0205,0.5026033790168031,1071,0.9493
sox_index,lasertec_rorze,sox_index_mom21,60,7,0.074,0.014500282695895433,0.0698,0.021180337394630776,1091,0.0494
sox_index,lasertec_rorze,sox_index_yoy252,60,7,-0.0198,0.5592058540819523,-0.0193,0.5684761189870873,876,0.7659
sox_index,lasertec_rorze,sox_index_zscore,60,7,0.0622,0.04347403869490243,0.0778,0.011555572738889474,1053,0.1235
sox_index,lasertec_rorze,sox_index_dz,60,30,0.1802,7.386445124293976e-09,0.1968,2.5428525366671215e-10,1015,0.0
sox_index,lasertec_rorze,sox_index_ma30,60,30,0.04,0.18891081195785164,0.063,0.03859568257168452,1079,0.3778
sox_index,lasertec_rorze,sox_index_ma90,60,30,0.0134,0.6653677874102278,0.0471,0.12689254129105493,1052,0.8301
sox_index,lasertec_rorze,sox_index_mom21,60,30,0.197,7.637685095339378e-11,0.1815,2.1597844993630225e-09,1072,0.0
sox_index,lasertec_rorze,sox_index_yoy252,60,30,-0.0343,0.3155976247459759,-0.0157,0.6458862837619793,857,0.5447
sox_index,lasertec_rorze,sox_index_zscore,60,30,0.113,0.00027131839421084246,0.1242,6.234761044375512e-05,1034,0.0017
sox_index,lasertec_rorze,sox_index_dz,60,60,0.1116,0.00044467400004540903,0.0957,0.002628093992577065,987,0.0025
sox_index,lasertec_rorze,sox_index_ma30,60,60,0.0346,0.2626999127917971,0.0704,0.02242461382314419,1051,0.4753
sox_index,lasertec_rorze,sox_index_ma90,60,60,-0.0073,0.8157203972374525,0.0514,0.0998773931236185,1024,0.9056
sox_index,lasertec_rorze,sox_index_mom21,60,60,0.0917,0.003015802285879573,0.0591,0.056111348711742275,1044,0.0135
sox_index,lasertec_rorze,sox_index_yoy252,60,60,-0.1451,2.746597400251464e-05,-0.0809,0.01983693359503031,829,0.0002
sox_index,lasertec_rorze,sox_index_zscore,60,60,0.0654,0.03812279704803438,0.075,0.017420160086165832,1006,0.1144
sox_index,lasertec_rorze,sox_index_dz,60,90,0.126,9.20811202670573e-05,0.121,0.00017322110366440276,958,0.0006
sox_index,lasertec_rorze,sox_index_ma30,60,90,0.0202,0.5191000208458201,0.0475,0.12878625250538378,1022,0.7437
sox_index,lasertec_rorze,sox_index_ma90,60,90,-0.019,0.5499928727910302,0.031,0.328825065594328,995,0.7604
sox_index,lasertec_rorze,sox_index_mom21,60,90,0.0741,0.01817308865389282,0.0723,0.02128800013445914,1015,0.0603
sox_index,lasertec_rorze,sox_index_yoy252,60,90,-0.2137,1.0266731476593745e-09,-0.1116,0.00157078042099879,800,0.0
sox_index,lasertec_rorze,sox_index_zscore,60,90,0.0038,0.9047996561780434,0.0505,0.11483236779330244,977,0.95
sox_index,lasertec_rorze,sox_index_dz,60,120,0.0743,0.023690642300889915,0.0987,0.0026211924503076124,928,0.0746
sox_index,lasertec_rorze,sox_index_ma30,60,120,-0.0313,0.3239899298084621,0.0058,0.8543791620805882,992,0.5451
sox_index,lasertec_rorze,sox_index_ma90,60,120,-0.0536,0.09609837175437919,-0.001,0.9747144177502507,965,0.2306
sox_index,lasertec_rorze,sox_index_mom21,60,120,0.0108,0.7354625817799019,0.0387,0.22459317379500443,985,0.8465
sox_index,lasertec_rorze,sox_index_yoy252,60,120,-0.3126,6.532363081317536e-19,-0.1849,2.3702064334063792e-07,770,0.0
sox_index,lasertec_rorze,sox_index_zscore,60,120,-0.0843,0.0094572924141528,0.0117,0.7200049364346136,947,0.0338
sox_index,lasertec_rorze,sox_index_dz,90,1,-0.0246,0.4337367216492118,-0.0099,0.7539764498169901,1011,0.6779
sox_index,lasertec_rorze,sox_index_ma30,90,1,-0.0247,0.4175891072062964,0.0051,0.8670182521651504,1077,0.6577
sox_index,lasertec_rorze,sox_index_ma90,90,1,-0.0209,0.4984054775140623,0.0076,0.8055747381625894,1049,0.7436
sox_index,lasertec_rorze,sox_index_mom21,90,1,-0.0202,0.5096558853616502,-0.0069,0.8215907717163641,1070,0.7437
sox_index,lasertec_rorze,sox_index_yoy252,90,1,-0.0512,0.13515028599951853,-0.0272,0.4278448204950907,853,0.2988
sox_index,lasertec_rorze,sox_index_zscore,90,1,-0.0315,0.3122492924442683,-0.0071,0.8203841217918841,1032,0.5427
sox_index,lasertec_rorze,sox_index_dz,90,7,0.013,0.6805337820053388,0.0297,0.34771456597973066,1005,0.8334
sox_index,lasertec_rorze,sox_index_ma30,90,7,-0.0221,0.47066468658023064,0.0047,0.8769602465999672,1071,0.7145
sox_index,lasertec_rorze,sox_index_ma90,90,7,-0.0307,0.32245435546931706,0.0025,0.9359142159660045,1043,0.5451
sox_index,lasertec_rorze,sox_index_mom21,90,7,0.0162,0.5969836458063613,0.0223,0.4679276816181695,1064,0.796
sox_index,lasertec_rorze,sox_index_yoy252,90,7,-0.0489,0.15535596741916388,-0.0545,0.11318743386667222,847,0.3273
sox_index,lasertec_rorze,sox_index_zscore,90,7,0.0119,0.7029805775901288,0.011,0.7242368505496078,1026,0.8414
sox_index,lasertec_rorze,sox_index_dz,90,30,-0.057,0.07359248042055962,-0.0408,0.20089058122036627,986,0.1855
sox_index,lasertec_rorze,sox_index_ma30,90,30,-0.0064,0.8362997437000121,0.0387,0.20949883287518523,1052,0.9123
sox_index,lasertec_rorze,sox_index_ma90,90,30,-0.0269,0.39056214234558406,0.028,0.3703322156913144,1024,0.6229
sox_index,lasertec_rorze,sox_index_mom21,90,30,-0.0997,0.0012468681980847339,-0.0781,0.011525256222640383,1045,0.0059
sox_index,lasertec_rorze,sox_index_yoy252,90,30,-0.1717,6.677858485958642e-07,-0.1219,0.00043692438951784186,828,0.0
sox_index,lasertec_rorze,sox_index_zscore,90,30,-0.0578,0.06679540458592806,-0.0261,0.40781667847215436,1007,0.1753
sox_index,lasertec_rorze,sox_index_dz,90,60,0.014,0.6642370550204431,0.0233,0.47102172800897285,958,0.8301
sox_index,lasertec_rorze,sox_index_ma30,90,60,0.0154,0.6236398559074385,0.0616,0.0487601045082178,1024,0.8101
sox_index,lasertec_rorze,sox_index_ma90,90,60,-0.0247,0.4357871628295652,0.0444,0.16127292881264207,996,0.6779
sox_index,lasertec_rorze,sox_index_mom21,90,60,-0.0488,0.12004690245562448,-0.0251,0.4231133864226811,1017,0.2747
sox_index,lasertec_rorze,sox_index_yoy252,90,60,-0.2179,4.688375205239035e-10,-0.1362,0.0001108239651985293,800,0.0
sox_index,lasertec_rorze,sox_index_zscore,90,60,-0.0583,0.06827563518121152,-0.0133,0.677915083529888,979,0.1774
sox_index,lasertec_rorze,sox_index_dz,90,90,0.0121,0.71212462956153,0.0328,0.31768293832993677,929,0.8465
sox_index,lasertec_rorze,sox_index_ma30,90,90,-0.0011,0.9719847279166091,0.0164,0.6049445232848939,995,0.9917
sox_index,lasertec_rorze,sox_index_ma90,90,90,-0.0216,0.5016186077143505,0.0174,0.5896420346532341,967,0.7436
sox_index,lasertec_rorze,sox_index_mom21,90,90,-0.0655,0.039518996645362806,-0.0305,0.3386144137033081,988,0.1172
sox_index,lasertec_rorze,sox_index_yoy252,90,90,-0.2884,3.0844748690735515e-16,-0.2106,3.5250146217674057e-09,771,0.0
sox_index,lasertec_rorze,sox_index_zscore,90,90,-0.106,0.0010630898036027064,-0.0575,0.07644069338698566,950,0.0053
sox_index,lasertec_rorze,sox_index_dz,90,120,-0.0274,0.41230199604712464,-0.0174,0.6033324398357524,899,0.6535
sox_index,lasertec_rorze,sox_index_ma30,90,120,-0.0279,0.3867620181592354,0.0046,0.8864152802454623,965,0.6224
sox_index,lasertec_rorze,sox_index_ma90,90,120,-0.0715,0.0285639376026005,-0.0189,0.5625378839585421,937,0.0878
sox_index,lasertec_rorze,sox_index_mom21,90,120,-0.1315,4.431599212573044e-05,-0.0776,0.0162927916954005,958,0.0003
sox_index,lasertec_rorze,sox_index_yoy252,90,120,-0.4152,3.0409509183585696e-32,-0.2997,7.643518525021743e-17,741,0.0
sox_index,lasertec_rorze,sox_index_zscore,90,120,-0.1903,5.9781018190900365e-09,-0.0827,0.01210472997195969,920,0.0
sox_index,lasertec_rorze,sox_index_dz,120,1,-0.0349,0.27429342228213577,-0.0149,0.6402070186043007,985,0.4902
sox_index,lasertec_rorze,sox_index_ma30,120,1,-0.016,0.6058268448742187,0.0117,0.7045124681278365,1049,0.7993
sox_index,lasertec_rorze,sox_index_ma90,120,1,-0.0212,0.49951397610233583,0.0097,0.7566021031478867,1020,0.7436
sox_index,lasertec_rorze,sox_index_mom21,120,1,-0.0441,0.15520066730448345,-0.0192,0.5363557656599084,1042,0.3273
sox_index,lasertec_rorze,sox_index_yoy252,120,1,-0.0308,0.37647381978888067,-0.0153,0.6607019491431919,825,0.6121
sox_index,lasertec_rorze,sox_index_zscore,120,1,-0.0438,0.16545513122462194,-0.0143,0.6507245731387389,1005,0.3376
sox_index,lasertec_rorze,sox_index_dz,120,7,-0.0491,0.12450575149626987,-0.0042,0.8964156109688923,979,0.2801
sox_index,lasertec_rorze,sox_index_ma30,120,7,-0.0098,0.7520778926760746,0.0133,0.6675685922916668,1043,0.851
sox_index,lasertec_rorze,sox_index_ma90,120,7,-0.034,0.27981522703155115,0.0106,0.7359767755270489,1014,0.4966
sox_index,lasertec_rorze,sox_index_mom21,120,7,-0.0522,0.09302932787865317,-0.0134,0.6663113398417251,1036,0.2271
sox_index,lasertec_rorze,sox_index_yoy252,120,7,-0.0339,0.3332352677625005,-0.0396,0.25746223442543376,819,0.5555
sox_index,lasertec_rorze,sox_index_zscore,120,7,-0.0371,0.2415785875333266,-0.0181,0.5686484079878575,999,0.4647
sox_index,lasertec_rorze,sox_index_dz,120,30,0.0368,0.2540647701304872,0.053,0.10045814534212531,960,0.472
sox_index,lasertec_rorze,sox_index_ma30,120,30,0.0215,0.49113490142863203,0.0449,0.1507851054395324,1024,0.7411
sox_index,lasertec_rorze,sox_index_ma90,120,30,0.006,0.8495268890124956,0.0406,0.20023781681197964,995,0.9202
sox_index,lasertec_rorze,sox_index_mom21,120,30,0.0129,0.6812335983143522,0.0266,0.39739659896027957,1017,0.8334
sox_index,lasertec_rorze,sox_index_yoy252,120,30,-0.0937,0.007979821324910623,-0.0928,0.008642503356943063,800,0.0296
sox_index,lasertec_rorze,sox_index_zscore,120,30,-0.0375,0.24070282852279476,-0.022,0.49240828999372466,980,0.4647
sox_index,lasertec_rorze,sox_index_dz,120,60,0.0788,0.01618323727181864,0.1096,0.0008050111055016277,932,0.0544
sox_index,lasertec_rorze,sox_index_ma30,120,60,0.0094,0.76715179437511,0.0242,0.44483040454036277,996,0.863
sox_index,lasertec_rorze,sox_index_ma90,120,60,0.0049,0.8798742379700132,0.0443,0.16853864533596039,967,0.9356
sox_index,lasertec_rorze,sox_index_mom21,120,60,0.0127,0.6889075163621295,0.0575,0.07075292587721664,989,0.8387
sox_index,lasertec_rorze,sox_index_yoy252,120,60,-0.2243,2.9225867987425494e-10,-0.1716,1.6167327572838315e-06,772,0.0
sox_index,lasertec_rorze,sox_index_zscore,120,60,-0.0894,0.005759288173208256,-0.0566,0.08099105893099891,952,0.0223
sox_index,lasertec_rorze,sox_index_dz,120,90,0.0131,0.6937484568327116,0.005,0.8817798417141459,903,0.8405
sox_index,lasertec_rorze,sox_index_ma30,120,90,0.0141,0.6620462262432462,0.0243,0.45076943670106284,967,0.8301
sox_index,lasertec_rorze,sox_index_ma90,120,90,-0.0136,0.677213096979918,0.0143,0.6620490106346492,938,0.8334
sox_index,lasertec_rorze,sox_index_mom21,120,90,-0.0748,0.020457194145575855,-0.0448,0.1651277338908652,960,0.0661
sox_index,lasertec_rorze,sox_index_yoy252,120,90,-0.3723,7.635066077588721e-26,-0.3041,2.2892751897321224e-17,743,0.0
sox_index,lasertec_rorze,sox_index_zscore,120,90,-0.161,8.825240431770629e-07,-0.1081,0.001004822029712434,923,0.0
sox_index,lasertec_rorze,sox_index_dz,120,120,0.1138,0.0007566138246992134,0.1381,4.2374058176378216e-05,873,0.0041
sox_index,lasertec_rorze,sox_index_ma30,120,120,-0.0178,0.5870908675049948,-0.0114,0.7266119491823002,937,0.787
sox_index,lasertec_rorze,sox_index_ma90,120,120,-0.0378,0.25471594876988635,-0.0148,0.6549974897347419,908,0.472
sox_index,lasertec_rorze,sox_index_mom21,120,120,0.0062,0.8507776672655322,0.073,0.025910411086310894,930,0.9202
sox_index,lasertec_rorze,sox_index_yoy252,120,120,-0.4282,3.712006788704248e-33,-0.3697,1.6278597601185116e-24,713,0.0
sox_index,lasertec_rorze,sox_index_zscore,120,120,-0.2178,4.7199816989463535e-11,-0.0976,0.0034926309587723697,893,0.0
sox_index,lasertec_rorze,sox_index_dz,180,1,-0.0578,0.07868264158662396,-0.0329,0.3168488590661212,927,0.1963
sox_index,lasertec_rorze,sox_index_ma30,180,1,-0.0144,0.6493852638715616,0.009,0.777996970224554,994,0.8269
sox_index,lasertec_rorze,sox_index_ma90,180,1,-0.0112,0.7293814887828076,0.008,0.8048626574124493,964,0.8465
sox_index,lasertec_rorze,sox_index_mom21,180,1,-0.0519,0.10322011155535847,-0.0306,0.3374163541608375,987,0.2431
sox_index,lasertec_rorze,sox_index_yoy252,180,1,-0.0511,0.15716751016317346,-0.0452,0.21075189110730652,768,0.3273
sox_index,lasertec_rorze,sox_index_zscore,180,1,-0.0511,0.11626557098009369,-0.032,0.32547663924857195,947,0.2688
sox_index,lasertec_rorze,sox_index_dz,180,7,-0.1015,0.002033107815147162,-0.1014,0.0020731841412250313,921,0.0093
sox_index,lasertec_rorze,sox_index_ma30,180,7,-0.015,0.6386653550877429,0.0039,0.9016639050582465,988,0.8254
sox_index,lasertec_rorze,sox_index_ma90,180,7,-0.0208,0.5201662833004281,0.0001,0.9975871480487017,958,0.7437
sox_index,lasertec_rorze,sox_index_mom21,180,7,-0.1052,0.0009703797298780577,-0.1031,0.0012252395509545003,981,0.005
sox_index,lasertec_rorze,sox_index_yoy252,180,7,-0.1469,4.713869200994486e-05,-0.154,1.9687898239892215e-05,762,0.0003
sox_index,lasertec_rorze,sox_index_zscore,180,7,-0.0743,0.022623676493244285,-0.0927,0.004419910433479536,941,0.0722
sox_index,lasertec_rorze,sox_index_dz,180,30,-0.0888,0.007599308655977433,-0.1486,7.381070001391604e-06,902,0.0286
sox_index,lasertec_rorze,sox_index_ma30,180,30,0.0337,0.29520766973239093,0.0612,0.0566702060669652,969,0.5166
sox_index,lasertec_rorze,sox_index_ma90,180,30,-0.0187,0.5662078823493701,0.0321,0.3256432455984872,939,0.7713
sox_index,lasertec_rorze,sox_index_mom21,180,30,-0.1416,1.0441971818102793e-05,-0.1701,1.1047409000238556e-07,962,0.0001
sox_index,lasertec_rorze,sox_index_yoy252,180,30,-0.2802,7.220816850323071e-15,-0.2748,2.4549642149403148e-14,743,0.0
sox_index,lasertec_rorze,sox_index_zscore,180,30,-0.1102,0.000807056114191584,-0.1473,7.1144055955899865e-06,922,0.0042
sox_index,lasertec_rorze,sox_index_dz,180,60,0.0959,0.004529064243386664,0.0561,0.09726910920329823,874,0.0188
sox_index,lasertec_rorze,sox_index_ma30,180,60,0.0373,0.25283272550424934,0.0725,0.026103520555411007,941,0.472
sox_index,lasertec_rorze,sox_index_ma90,180,60,0.0018,0.9574316946296588,0.0413,0.21296798742987408,911,0.9873
sox_index,lasertec_rorze,sox_index_mom21,180,60,0.0111,0.7338521286839829,0.0102,0.754632285294419,934,0.8465
sox_index,lasertec_rorze,sox_index_yoy252,180,60,-0.414,5.605633863640277e-31,-0.3922,1.0301744225577227e-27,715,0.0
sox_index,lasertec_rorze,sox_index_zscore,180,60,-0.1475,9.47748436768239e-06,-0.0984,0.0032157647256608676,894,0.0001
sox_index,lasertec_rorze,sox_index_dz,180,90,0.049,0.15457507541484863,0.0364,0.2901200635664604,845,0.3273
sox_index,lasertec_rorze,sox_index_ma30,180,90,-0.0007,0.9836511693564023,0.0118,0.7227577649789639,912,0.9924
sox_index,lasertec_rorze,sox_index_ma90,180,90,-0.0089,0.7925055287888617,0.014,0.6773413338923129,882,0.8837
sox_index,lasertec_rorze,sox_index_mom21,180,90,-0.0387,0.24505696284089626,-0.0258,0.4389541373048911,905,0.4678
sox_index,lasertec_rorze,sox_index_yoy252,180,90,-0.5288,1.0991064624764525e-50,-0.5214,4.377039442262389e-49,686,0.0
sox_index,lasertec_rorze,sox_index_zscore,180,90,-0.2766,1.1619892224071152e-16,-0.2243,2.500687295523591e-11,865,0.0
sox_index,lasertec_rorze,sox_index_dz,180,120,-0.1363,9.521756841472919e-05,-0.0824,0.018600666105325233,815,0.0006
sox_index,lasertec_rorze,sox_index_ma30,180,120,0.0001,0.9971604323495032,0.0214,0.524684602170161,882,0.9972
sox_index,lasertec_rorze,sox_index_ma90,180,120,-0.018,0.6006813756763654,0.0192,0.576087796689588,852,0.7967
sox_index,lasertec_rorze,sox_index_mom21,180,120,-0.1774,1.2862703074012856e-07,-0.1211,0.00032881082246650757,875,0.0
sox_index,lasertec_rorze,sox_index_yoy252,180,120,-0.5486,8.231265167586943e-53,-0.5718,3.259743767565789e-58,656,0.0
sox_index,lasertec_rorze,sox_index_zscore,180,120,-0.3724,7.212875084687176e-29,-0.3077,9.032663918538829e-20,835,0.0
sox_index,kioxia,sox_index_dz,7,1,0.0805,0.11681415922290973,0.0798,0.11985444050793552,381,0.1742
sox_index,kioxia,sox_index_ma30,7,1,0.0813,0.11311365744718685,-0.0178,0.7289986374550484,381,0.1707
sox_index,kioxia,sox_index_ma90,7,1,0.0891,0.08226871212274833,-0.0052,0.9190044034269478,381,0.128
sox_index,kioxia,sox_index_mom21,7,1,0.0809,0.11499817430001134,0.0831,0.10527192615458478,381,0.1725
sox_index,kioxia,sox_index_yoy252,7,1,0.0854,0.09608558981231423,0.0336,0.5130461509226147,381,0.1476
sox_index,kioxia,sox_index_zscore,7,1,0.1178,0.021432954298850622,0.0869,0.09022100106834768,381,0.0406
sox_index,kioxia,sox_index_dz,7,7,0.1548,0.002647955840169337,0.1687,0.0010429235234781736,375,0.0066
sox_index,kioxia,sox_index_ma30,7,7,0.123,0.017158131503766435,-0.0533,0.30353319964545183,375,0.0338
sox_index,kioxia,sox_index_ma90,7,7,0.1373,0.007774412533518167,-0.0205,0.6919625561616279,375,0.0169
sox_index,kioxia,sox_index_mom21,7,7,0.1215,0.018602873604998096,0.1678,0.0011110175453582245,375,0.0358
sox_index,kioxia,sox_index_yoy252,7,7,0.1248,0.015594895698841727,0.0679,0.18970927958374453,375,0.0309
sox_index,kioxia,sox_index_zscore,7,7,0.1724,0.0007985006631506914,0.2052,6.26533953044296e-05,375,0.0022
sox_index,kioxia,sox_index_dz,7,30,-0.0432,0.41600764327399936,-0.0041,0.9385605166515462,356,0.4945
sox_index,kioxia,sox_index_ma30,7,30,0.2333,8.671233952520273e-06,0.0119,0.8227611726021546,356,0.0
sox_index,kioxia,sox_index_ma90,7,30,0.1878,0.00036657945557333515,0.0527,0.32115970913773323,356,0.0011
sox_index,kioxia,sox_index_mom21,7,30,-0.072,0.17527089161199616,-0.0261,0.6240705943951966,356,0.244
sox_index,kioxia,sox_index_yoy252,7,30,0.2213,2.5161540617171586e-05,0.093,0.0796436756817836,356,0.0001
sox_index,kioxia,sox_index_zscore,7,30,0.1381,0.009057499903101101,0.2554,1.045104429188809e-06,356,0.0195
sox_index,kioxia,sox_index_dz,7,60,-0.0083,0.881384520927997,-0.117,0.03419673151821582,328,0.9492
sox_index,kioxia,sox_index_ma30,7,60,0.4969,7.471830431809137e-22,0.3678,6.068022188612553e-12,328,0.0
sox_index,kioxia,sox_index_ma90,7,60,0.2498,4.666928790187859e-06,0.2345,1.7750894268124658e-05,328,0.0
sox_index,kioxia,sox_index_mom21,7,60,0.0177,0.7491294904346942,-0.1077,0.051259165015587214,328,0.8244
sox_index,kioxia,sox_index_yoy252,7,60,0.3324,6.71804259065163e-10,0.1299,0.01857502452937636,328,0.0
sox_index,kioxia,sox_index_zscore,7,60,0.4437,2.98720463160974e-17,0.4184,2.4781357531927095e-15,328,0.0
sox_index,kioxia,sox_index_dz,7,90,0.4112,1.2472885676788783e-13,0.3802,1.015977816920868e-11,299,0.0
sox_index,kioxia,sox_index_ma30,7,90,0.4027,4.4047045338569013e-13,0.3475,6.553189556485125e-10,299,0.0
sox_index,kioxia,sox_index_ma90,7,90,0.1401,0.015360136574104486,0.2138,0.00019571181674555804,299,0.0307
sox_index,kioxia,sox_index_mom21,7,90,0.4163,5.780962691158191e-14,0.394,1.5280011136327227e-12,299,0.0
sox_index,kioxia,sox_index_yoy252,7,90,0.2434,2.0845504741794775e-05,0.2198,0.00012687859533677426,299,0.0001
sox_index,kioxia,sox_index_zscore,7,90,0.5293,5.471756695865507e-23,0.5609,3.570559992066994e-26,299,0.0
sox_index,kioxia,sox_index_dz,7,120,0.2269,0.00017491342382822638,0.1832,0.0025523830610375046,269,0.0005
sox_index,kioxia,sox_index_ma30,7,120,0.2817,2.6835467787053386e-06,0.302,4.462199417822814e-07,269,0.0
sox_index,kioxia,sox_index_ma90,7,120,0.0003,0.9960652804073076,0.1389,0.02267842057542263,269,0.9961
sox_index,kioxia,sox_index_mom21,7,120,0.1999,0.0009810824152029231,0.1571,0.009879626043937372,269,0.0027
sox_index,kioxia,sox_index_yoy252,7,120,0.0988,0.1058302556119027,0.1203,0.04868609212235479,269,0.1607
sox_index,kioxia,sox_index_zscore,7,120,0.3646,7.033741853154106e-10,0.3778,1.4933487102094705e-10,269,0.0
sox_index,kioxia,sox_index_dz,14,1,0.0583,0.25667578490253046,0.0671,0.1914349553878815,381,0.3338
sox_index,kioxia,sox_index_ma30,14,1,0.085,0.09757966301370825,-0.0238,0.6433825161146546,381,0.149
sox_index,kioxia,sox_index_ma90,14,1,0.0774,0.13130574387152666,-0.0077,0.880808469053769,381,0.1913
sox_index,kioxia,sox_index_mom21,14,1,0.0582,0.2569651632798018,0.0637,0.21445034770737972,381,0.3338
sox_index,kioxia,sox_index_yoy252,14,1,0.097,0.05853357371506667,0.0266,0.6050223972073205,381,0.0952
sox_index,kioxia,sox_index_zscore,14,1,0.1053,0.039963157565275,0.0841,0.1011802864190574,381,0.0699
sox_index,kioxia,sox_index_dz,14,7,0.0516,0.3187573567680204,0.0978,0.05835959255869609,375,0.3957
sox_index,kioxia,sox_index_ma30,14,7,0.1166,0.02389201305448726,-0.0616,0.23427399130964252,375,0.0449
sox_index,kioxia,sox_index_ma90,14,7,0.1086,0.03557197625369361,-0.0259,0.6164625826435902,375,0.0631
sox_index,kioxia,sox_index_mom21,14,7,0.0234,0.6515499905878177,0.0747,0.14894732559306875,375,0.733
sox_index,kioxia,sox_index_yoy252,14,7,0.1218,0.018326793572716917,0.0319,0.5384853904845622,375,0.0355
sox_index,kioxia,sox_index_zscore,14,7,0.0967,0.06136650119753329,0.1658,0.0012708614131739092,375,0.0991
sox_index,kioxia,sox_index_dz,14,30,-0.1448,0.006192794988624048,-0.1392,0.00854276659664298,356,0.0139
sox_index,kioxia,sox_index_ma30,14,30,0.2236,2.0651610703409043e-05,0.0443,0.4042471527043943,356,0.0001
sox_index,kioxia,sox_index_ma90,14,30,0.1328,0.012122503413087142,0.051,0.3376765248668191,356,0.0248
sox_index,kioxia,sox_index_mom21,14,30,-0.1677,0.0014962876738111345,-0.1665,0.001616078128488758,356,0.004
sox_index,kioxia,sox_index_yoy252,14,30,0.1976,0.00017587761740129622,0.0419,0.43016661632338804,356,0.0005
sox_index,kioxia,sox_index_zscore,14,30,0.1051,0.04750734150556732,0.2094,6.82780553992841e-05,356,0.0798
sox_index,kioxia,sox_index_dz,14,60,0.1475,0.007473750051683436,0.0296,0.5928349911010393,328,0.0164
sox_index,kioxia,sox_index_ma30,14,60,0.4642,6.242914327460166e-19,0.379,1.2036374343896899e-12,328,0.0
sox_index,kioxia,sox_index_ma90,14,60,0.169,0.0021331163897523996,0.2194,6.140540277584136e-05,328,0.0055
